id,race_id,driver_id,constructor_id,position,q1,q2,q3
700,697,524,95,4,00:01:32.197,,
701,697,513,108,5,00:01:32.444,,
702,697,527,108,6,00:01:32.507,,
703,697,531,137,7,00:01:33.090,,
704,697,508,137,8,00:01:33.276,,
705,697,506,146,9,00:01:33.349,,
706,697,522,119,10,00:01:33.429,,
707,697,511,119,11,00:01:33.547,,
708,697,521,140,12,00:01:33.553,,
709,697,501,148,13,00:01:33.742,,
710,697,495,147,14,00:01:33.915,,
711,697,532,140,15,00:01:33.979,,
712,697,494,146,16,00:01:34.192,,
713,697,517,147,17,00:01:34.227,,
714,697,533,148,18,00:01:35.191,,
715,697,529,125,19,00:01:35.958,,
716,697,530,125,20,00:01:36.267,,
717,698,481,6,1,00:01:27.173,,
718,698,487,6,2,00:01:27.418,,
719,698,527,108,3,00:01:28.101,,
720,698,497,140,4,00:01:28.274,,
721,698,494,148,5,00:01:28.288,,
722,698,506,146,6,00:01:28.420,,
723,698,521,140,7,00:01:28.464,,
724,698,522,146,8,00:01:28.682,,
725,698,513,108,9,00:01:28.830,,
726,698,526,119,10,00:01:28.928,,
727,698,500,95,11,00:01:29.105,,
728,698,511,119,12,00:01:29.136,,
729,698,508,137,13,00:01:29.344,,
730,698,529,147,14,00:01:29.367,,
731,698,524,95,15,00:01:29.470,,
732,698,536,148,16,00:01:29.538,,
733,698,537,137,17,00:01:31.242,,
734,698,534,147,18,00:01:31.723,,
735,698,535,125,19,,,
736,698,496,125,20,,,
737,699,526,119,1,00:01:37.044,,
738,699,511,119,2,00:01:37.217,,
739,699,481,6,3,00:01:37.393,,
740,699,500,95,4,00:01:37.454,,
741,699,487,6,5,00:01:37.579,,
742,699,521,140,6,00:01:37.766,,
743,699,524,95,7,00:01:37.858,,
744,699,527,108,8,00:01:37.974,,
745,699,522,146,9,00:01:38.073,,
746,699,494,148,10,00:01:38.094,,
747,699,536,148,11,00:01:38.097,,
748,699,506,146,12,00:01:38.289,,
749,699,497,140,13,00:01:38.291,,
750,699,508,137,14,00:01:38.416,,
751,699,534,147,15,00:01:38.516,,
752,699,529,147,16,00:01:38.624,,
753,699,513,108,17,00:01:38.789,,
754,699,496,125,18,00:01:40.417,,
755,699,535,125,19,00:01:40.599,,
756,699,537,137,20,00:01:40.910,,
757,700,487,6,1,00:01:13.807,,
758,700,500,95,2,00:01:13.818,,
759,700,529,147,3,00:01:13.851,,
760,700,524,95,4,00:01:13.866,,
761,700,511,119,5,00:01:13.953,,
762,700,513,108,6,00:01:14.124,,
763,700,481,6,7,00:01:14.130,,
764,700,508,137,8,00:01:14.191,,
765,700,527,108,9,00:01:14.223,,
766,700,526,119,10,00:01:14.384,,
767,700,522,146,11,00:01:14.504,,
768,700,521,140,12,00:01:14.631,,
769,700,506,146,13,00:01:14.668,,
770,700,497,140,14,00:01:14.839,,
771,700,494,148,15,00:01:14.839,,
772,700,537,137,16,00:01:15.240,,
773,700,534,147,17,00:01:15.317,,
774,700,536,148,18,00:01:15.641,,
775,700,496,125,19,00:01:16.542,,
776,700,535,125,20,00:01:16.586,,
777,701,481,6,1,00:01:22.327,,
778,701,513,108,2,00:01:22.341,,
779,701,487,6,3,00:01:22.557,,
780,701,527,108,4,00:01:22.789,,
781,701,529,147,5,00:01:23.015,,
782,701,524,95,6,00:01:23.148,,
783,701,506,146,7,00:01:23.160,,
784,701,526,119,8,00:01:23.169,,
785,701,522,146,9,00:01:23.381,,
786,701,494,148,10,00:01:23.460,,
787,701,521,140,11,00:01:23.700,,
788,701,500,95,12,00:01:23.818,,
789,701,536,148,13,00:01:23.838,,
790,701,497,140,14,00:01:23.932,,
791,701,534,147,15,00:01:24.147,,
792,701,511,119,16,00:01:24.190,,
793,701,508,137,17,00:01:24.317,,
794,701,535,125,18,00:01:25.826,,
795,701,537,137,19,00:01:26.357,,
796,701,496,125,20,,,
797,702,481,6,1,00:01:17.762,,
798,702,487,6,2,00:01:18.020,,
799,702,526,119,3,00:01:18.233,,
800,702,511,119,4,00:01:18.615,,
801,702,522,146,5,00:01:18.704,,
802,702,494,148,6,00:01:18.811,,
803,702,513,108,7,00:01:19.006,,
804,702,500,95,8,00:01:19.128,,
805,702,527,108,9,00:01:19.377,,
806,702,497,140,10,00:01:19.427,,
807,702,506,146,11,00:01:19.563,,
808,702,529,147,12,00:01:19.615,,
809,702,536,148,13,00:01:19.623,,
810,702,521,140,14,00:01:19.646,,
811,702,537,137,15,00:01:20.215,,
812,702,534,147,16,00:01:20.308,,
813,702,508,137,17,00:01:20.976,,
814,702,535,125,18,00:01:22.104,,
815,702,496,125,19,00:01:22.237,,
816,702,524,95,20,,,
817,714,481,6,1,00:01:24.408,,
818,714,487,6,2,00:01:24.482,,
819,714,527,108,3,00:01:24.998,,
820,714,522,146,4,00:01:24.998,,
821,714,526,119,5,00:01:25.699,,
822,714,529,147,6,00:01:25.805,,
823,714,531,146,7,00:01:25.851,,
824,714,513,108,8,00:01:25.925,,
825,714,511,119,9,00:01:26.290,,
826,714,524,95,10,00:01:26.297,,
827,714,532,140,11,00:01:27.065,,
828,714,500,95,12,00:01:27.294,,
829,714,536,148,13,00:01:27.823,,
830,714,508,140,14,00:01:27.845,,
831,714,521,137,15,00:01:28.178,,
832,714,539,137,16,00:01:30.140,,
833,714,541,125,17,00:01:30.681,,
834,714,494,148,18,,,
835,714,538,147,19,,,
836,714,540,125,20,,,
837,715,481,6,1,00:01:33.074,,
838,715,529,147,2,00:01:33.715,,
839,715,487,6,3,00:01:33.756,,
840,715,527,108,4,00:01:34.054,,
841,715,524,95,5,00:01:34.164,,
842,715,522,146,6,00:01:34.221,,
843,715,513,108,7,00:01:34.235,,
844,715,511,119,8,00:01:34.413,,
845,715,500,95,9,00:01:34.602,,
846,715,536,148,10,00:01:34.917,,
847,715,532,140,11,00:01:35.039,,
848,715,508,140,12,00:01:35.061,,
849,715,538,147,13,00:01:35.158,,
850,715,494,148,14,00:01:35.617,,
851,715,521,137,15,00:01:36.569,,
852,715,540,125,16,00:01:38.577,,
853,715,541,125,17,00:01:39.272,,
854,715,539,137,18,00:01:39.902,,
855,715,526,119,19,,,
856,715,531,146,20,,,
857,716,481,6,1,00:01:30.139,,
858,716,487,6,2,00:01:30.530,,
859,716,527,108,3,00:01:30.581,,
860,716,513,108,4,00:01:30.633,,
861,716,531,146,5,00:01:30.827,,
862,716,522,146,6,00:01:30.856,,
863,716,511,119,7,00:01:30.971,,
864,716,494,148,8,00:01:31.686,,
865,716,536,148,9,00:01:31.717,,
866,716,500,95,10,00:01:31.719,,
867,716,508,140,11,00:01:31.731,,
868,716,538,147,12,00:01:32.332,,
869,716,532,140,13,00:01:32.536,,
870,716,529,147,14,00:01:32.625,,
871,716,521,137,15,00:01:33.506,,
872,716,539,137,16,00:01:34.105,,
873,716,526,119,17,00:01:34.130,,
874,716,540,125,18,00:01:34.584,,
875,716,541,125,19,00:01:35.787,,
876,716,524,95,20,,,
877,717,522,146,1,00:01:19.753,,
878,717,481,6,2,00:01:20.011,,
879,717,527,108,3,00:01:20.212,,
880,717,487,6,4,00:01:20.451,,
881,717,513,108,5,00:01:20.538,,
882,717,526,119,6,00:01:20.895,,
883,717,531,146,7,00:01:20.913,,
884,717,529,147,8,00:01:20.921,,
885,717,511,119,9,00:01:21.034,,
886,717,536,148,10,00:01:21.087,,
887,717,500,95,11,00:01:21.091,,
888,717,532,140,12,00:01:21.532,,
889,717,494,148,13,00:01:21.558,,
890,717,538,147,14,00:01:21.949,,
891,717,539,137,15,00:01:23.352,,
892,717,521,137,16,00:01:23.488,,
893,717,540,125,17,00:01:26.899,,
894,717,541,125,18,00:01:46.299,,
895,717,508,140,19,,,
896,717,524,95,20,,,
897,718,481,6,1,00:01:15.022,,
898,718,527,108,2,00:01:15.639,,
899,718,531,146,3,00:01:15.809,,
900,718,511,119,4,00:01:16.144,,
901,718,487,6,5,00:01:16.272,,
902,718,513,108,6,00:01:16.293,,
903,718,494,148,7,00:01:16.313,,
904,718,526,119,8,00:01:16.422,,
905,718,529,147,9,00:01:16.514,,
906,718,500,95,10,00:01:16.636,,
907,718,536,148,11,00:01:17.038,,
908,718,508,140,12,00:01:17.444,,
909,718,524,95,13,00:01:17.445,,
910,718,522,146,14,00:01:17.575,,
911,718,521,137,15,00:01:17.802,,
912,718,538,147,16,00:01:17.812,,
913,718,532,140,17,00:01:17.866,,
914,718,540,125,18,00:01:19.817,,
915,718,539,137,19,00:01:20.607,,
916,718,541,125,20,00:01:21.470,,
917,732,508,119,1,00:01:33.171,00:01:28.289,
918,732,511,148,2,00:01:35.270,00:01:29.159,
919,732,529,108,3,00:01:36.717,00:01:28.279,
920,732,506,140,4,00:01:36.984,00:01:29.862,
921,732,500,149,5,00:01:38.320,00:01:28.892,
922,732,538,149,6,00:01:37.486,00:01:29.991,
923,732,521,108,7,00:01:39.717,00:01:29.413,
924,732,522,146,8,00:01:41.512,00:01:30.616,
925,732,527,95,9,00:01:45.325,00:01:29.320,
926,732,524,95,10,00:01:44.997,00:01:30.561,
927,732,487,6,11,00:01:45.481,00:01:31.341,
928,732,542,137,12,00:01:44.357,00:01:32.735,
929,732,526,119,13,00:01:47.708,00:01:29.758,
930,732,543,137,14,00:01:46.846,00:01:33.483,
931,732,513,148,15,00:01:51.495,00:01:31.222,
932,732,544,125,16,00:01:50.864,00:01:37.499,
933,732,545,125,17,00:01:49.230,,
934,732,481,6,18,00:01:57.931,,
935,732,531,146,19,,,
936,732,532,140,20,,,
937,733,526,119,1,00:01:32.582,00:01:35.090,
938,733,511,148,2,00:01:32.672,00:01:35.253,
939,733,508,119,3,00:01:32.765,00:01:35.683,
940,733,529,108,4,00:01:33.204,00:01:35.700,
941,733,513,148,5,00:01:33.106,00:01:35.901,
942,733,524,95,6,00:01:32.839,00:01:36.644,
943,733,538,149,7,00:01:33.724,00:01:35.865,
944,733,500,149,8,00:01:33.809,00:01:35.891,
945,733,522,146,9,00:01:33.616,00:01:36.216,
946,733,521,108,10,00:01:33.464,00:01:36.453,
947,733,527,95,11,00:01:33.333,00:01:36.757,
948,733,487,6,12,00:01:34.162,00:01:37.340,
949,733,481,6,13,00:01:34.072,00:01:37.561,
950,733,532,140,14,00:01:34.151,00:01:37.733,
951,733,546,146,15,00:01:34.866,00:01:37.024,
952,733,506,140,16,00:01:34.887,00:01:38.108,
953,733,542,137,17,00:01:37.806,00:01:39.850,
954,733,543,137,18,00:01:37.856,00:01:40.106,
955,733,544,125,19,00:01:39.268,00:01:41.918,
956,733,545,125,20,00:01:40.432,00:01:42.569,
957,734,526,119,1,00:01:29.848,00:01:32.054,
958,734,481,6,2,00:01:30.237,00:01:32.120,
959,734,511,148,3,00:01:29.993,00:01:32.667,
960,734,521,108,4,00:01:30.390,00:01:32.827,
961,734,529,108,5,00:01:30.592,00:01:32.670,
962,734,513,148,6,00:01:30.952,00:01:32.319,
963,734,538,149,7,00:01:30.646,00:01:32.723,
964,734,517,95,8,00:01:30.725,00:01:32.648,
965,734,524,95,9,00:01:30.594,00:01:32.930,
966,734,508,119,10,00:01:30.445,00:01:33.320,
967,734,522,146,11,00:01:30.957,00:01:33.391,
968,734,532,140,12,00:01:30.933,00:01:34.269,
969,734,531,146,13,00:01:31.113,00:01:34.450,
970,734,500,149,14,00:01:31.211,00:01:34.633,
971,734,487,6,15,00:01:31.826,00:01:35.867,
972,734,506,140,16,00:01:32.318,00:01:35.665,
973,734,543,137,17,00:01:33.424,00:01:36.004,
974,734,542,137,18,00:01:33.190,00:01:36.953,
975,734,545,125,19,00:01:34.005,00:01:36.417,
976,734,544,125,20,00:01:34.848,00:01:36.413,
977,735,524,95,1,00:01:19.886,00:01:22.994,
978,735,526,119,2,00:01:19.889,00:01:23.552,
979,735,522,146,3,00:01:20.464,00:01:23.641,
980,735,529,108,4,00:01:20.442,00:01:24.069,
981,735,511,148,5,00:01:20.492,00:01:24.026,
982,735,531,146,6,00:01:20.851,00:01:23.807,
983,735,514,95,7,00:01:20.632,00:01:24.057,
984,735,532,140,8,00:01:20.593,00:01:24.337,
985,735,521,108,9,00:01:20.807,00:01:24.389,
986,735,487,6,10,00:01:20.892,00:01:24.351,
987,735,513,148,11,00:01:20.994,00:01:24.422,
988,735,506,140,12,00:01:20.999,00:01:25.260,
989,735,508,119,13,00:01:21.708,00:01:25.002,
990,735,481,6,14,00:01:20.260,00:01:26.984,
991,735,500,149,15,00:01:21.632,00:01:26.438,
992,735,547,149,16,00:01:21.804,00:01:26.351,
993,735,542,137,17,00:01:23.123,00:01:28.976,
994,735,543,137,18,00:01:25.100,00:01:29.152,
995,735,544,125,19,00:01:26.484,00:01:30.564,
996,735,545,125,20,00:01:25.921,,
997,736,524,95,1,00:01:14.819,00:01:16.602,
998,736,529,108,2,00:01:15.042,00:01:16.626,
999,736,526,119,3,00:01:14.811,00:01:16.880,
1000,736,513,148,4,00:01:14.870,00:01:17.047,
1001,736,511,148,5,00:01:14.795,00:01:17.200,
1002,736,508,119,6,00:01:15.601,00:01:17.229,
1003,736,527,95,7,00:01:15.902,00:01:17.570,
1004,736,481,6,8,00:01:15.398,00:01:18.153,
1005,736,500,149,9,00:01:15.795,00:01:18.373,
1006,736,532,140,10,00:01:15.863,00:01:18.361,
1007,736,547,149,11,00:01:16.288,00:01:19.014,
1008,736,506,140,12,00:01:16.794,00:01:19.686,
1009,736,542,137,13,00:01:18.557,00:01:20.711,
1010,736,543,137,14,00:01:19.040,00:01:20.903,
1011,736,545,125,15,00:01:19.563,00:01:21.578,
1012,736,544,125,16,00:01:20.306,00:01:22.453,
1013,736,521,108,17,00:01:15.038,,
1014,736,487,6,18,00:01:15.746,,
1015,737,524,95,1,00:01:13.644,00:01:16.681,
1016,737,526,119,2,00:01:14.125,00:01:16.281,
1017,751,481,6,1,00:01:33.310,00:01:32.025,00:01:31.431
1018,751,532,6,2,00:01:33.579,00:01:32.014,00:01:31.478
1019,751,522,77,3,00:01:32.603,00:01:32.025,00:01:31.549
1020,751,526,119,4,00:01:32.433,00:01:31.215,00:01:31.702
1021,751,527,95,5,00:01:33.233,00:01:31.487,00:01:32.164
1022,751,487,77,6,00:01:33.922,00:01:32.322,00:01:32.579
1023,751,529,108,7,00:01:33.454,00:01:32.309,00:01:33.006
1024,751,538,149,8,00:01:34.308,00:01:32.106,00:01:33.112
1025,751,508,119,9,00:01:32.934,00:01:31.831,00:01:33.496
1026,751,521,151,10,00:01:33.374,00:01:31.958,00:01:33.926
1027,751,506,151,11,00:01:33.882,00:01:32.456,
1028,751,548,108,12,00:01:32.945,00:01:32.620,
1029,751,500,149,13,00:01:33.678,00:01:32.850,
1030,751,511,148,14,00:01:33.987,00:01:33.066,
1031,751,547,150,15,00:01:34.439,00:01:33.416,
1032,751,549,150,16,00:01:33.995,00:01:34.606,
1033,751,513,148,17,00:01:34.702,,
1034,751,545,152,18,00:01:35.724,,
1035,751,543,152,19,00:01:35.900,,
1036,751,531,153,20,00:01:37.411,,
1037,751,550,153,21,00:01:40.270,,
1038,751,524,95,22,,,
1039,752,508,119,1,00:01:35.488,00:01:33.623,00:01:33.840
1040,752,522,77,2,00:01:35.023,00:01:33.527,00:01:33.986
1041,752,548,108,3,00:01:35.105,00:01:34.563,00:01:34.626
1042,752,481,6,4,00:01:35.810,00:01:34.574,00:01:34.668
1043,752,529,108,5,00:01:35.252,00:01:34.279,00:01:34.672
1044,752,527,95,6,00:01:34.536,00:01:34.568,00:01:34.916
1045,752,524,95,7,00:01:34.667,00:01:34.351,00:01:34.983
1046,752,526,119,8,00:01:35.514,00:01:33.997,00:01:35.747
1047,752,538,149,9,00:01:35.171,00:01:34.537,00:01:38.715
1048,752,513,148,10,00:01:35.214,00:01:34.586,
1049,752,500,149,11,00:01:34.839,00:01:34.614,
1050,752,487,77,12,00:01:35.526,00:01:34.683,
1051,752,511,148,13,00:01:35.517,00:01:34.702,
1052,752,506,151,14,00:01:35.391,00:01:34.752,
1053,752,521,151,15,00:01:35.588,00:01:34.783,
1054,752,532,6,16,00:01:35.091,,
1055,752,549,150,17,00:01:36.297,,
1056,752,547,150,18,00:01:36.581,,
1057,752,545,152,19,00:01:37.426,,
1058,752,543,152,20,00:01:37.819,,
1059,752,531,153,21,00:01:39.011,,
1060,752,550,153,22,00:01:40.720,,
1061,753,522,77,1,00:01:28.081,00:01:26.337,00:01:25.229
1062,753,508,119,2,00:01:27.765,00:01:26.196,00:01:25.635
1063,753,526,119,3,00:01:28.569,00:01:25.729,00:01:25.778
1064,753,524,95,4,00:01:27.193,00:01:26.161,00:01:25.822
1065,753,527,95,5,00:01:27.079,00:01:25.902,00:01:25.976
1066,753,513,148,6,00:01:28.007,00:01:26.596,00:01:26.612
1067,753,529,108,7,00:01:27.669,00:01:26.075,00:01:26.937
1068,753,521,151,8,00:01:27.796,00:01:26.014,00:01:27.579
1069,753,506,151,9,00:01:28.460,00:01:26.714,00:01:29.239
1070,753,511,148,10,00:01:27.748,00:01:26.327,
1071,753,481,6,11,00:01:28.228,00:01:26.718,
1072,753,500,149,12,00:01:28.408,00:01:27.023,
1073,753,547,150,13,00:01:28.999,00:01:27.219,
1074,753,538,149,14,00:01:28.757,00:01:27.591,
1075,753,548,108,15,00:01:28.351,00:01:29.422,
1076,753,532,6,16,00:01:28.868,,
1077,753,487,77,17,00:01:29.943,,
1078,753,545,152,18,00:01:30.226,,
1079,753,549,150,19,00:01:30.426,,
1080,753,543,152,20,00:01:30.709,,
1081,753,531,153,21,00:01:32.279,,
1082,753,550,153,22,00:01:36.164,,
1083,754,481,6,1,00:01:24.598,00:01:22.579,00:01:22.795
1084,754,522,77,2,00:01:24.480,00:01:23.749,00:01:22.988
1085,754,487,77,3,00:01:24.727,00:01:23.760,00:01:23.242
1086,754,532,6,4,00:01:24.884,00:01:23.595,00:01:23.702
1087,754,526,119,5,00:01:23.536,00:01:23.743,00:01:23.709
1088,754,513,148,6,00:01:24.370,00:01:23.565,00:01:23.772
1089,754,527,95,7,00:01:24.960,00:01:23.760,00:01:24.021
1090,754,524,95,8,00:01:24.259,00:01:23.190,00:01:24.158
1091,754,511,148,9,00:01:24.446,00:01:23.727,00:01:24.172
1092,754,529,108,10,00:01:24.992,00:01:23.718,00:01:24.795
1093,754,508,119,11,00:01:24.434,00:01:23.771,
1094,754,506,151,12,00:01:25.081,00:01:23.887,
1095,754,548,108,13,00:01:24.495,00:01:23.966,
1096,754,500,149,14,00:01:24.849,00:01:24.101,
1097,754,521,151,15,00:01:25.410,00:01:24.129,
1098,754,547,150,16,00:01:24.879,00:01:24.520,
1099,754,538,149,17,00:01:25.410,,
1100,754,549,150,18,00:01:25.437,,
1101,754,543,152,19,00:01:26.820,,
1102,754,545,152,20,00:01:27.088,,
1103,754,531,153,21,00:01:27.609,,
1104,754,550,153,22,00:01:29.282,,
1105,755,526,119,1,00:01:31.138,00:01:30.336,00:01:29.816
1106,755,481,6,2,00:01:31.235,00:01:30.013,00:01:30.028
1107,755,532,6,3,00:01:31.921,00:01:30.732,00:01:30.407
1108,755,487,77,4,00:01:31.671,00:01:30.469,00:01:30.754
1109,755,524,95,5,00:01:31.263,00:01:30.203,00:01:30.933
1110,755,522,77,6,00:01:31.420,00:01:30.755,00:01:30.940
1111,755,511,148,7,00:01:31.809,00:01:30.733,00:01:31.419
1112,755,506,151,8,00:01:31.545,00:01:30.865,00:01:31.542
1113,755,527,95,9,00:01:31.774,00:01:30.671,00:01:31.880
1114,755,529,108,10,00:01:31.712,00:01:30.892,00:01:33.405
1115,755,513,148,11,00:01:31.470,00:01:30.944,
1116,755,548,108,12,00:01:32.053,00:01:31.194,
1117,769,524,6,1,00:01:26.644,00:01:25.644,00:01:26.072
1118,769,526,95,2,00:01:26.697,00:01:25.326,00:01:26.493
1119,769,521,151,3,00:01:26.895,00:01:25.358,00:01:26.556
1120,769,551,95,4,00:01:26.674,00:01:25.577,00:01:26.755
1121,769,554,151,5,00:01:26.696,00:01:25.882,00:01:27.347
1122,769,508,119,6,00:01:27.270,00:01:25.944,00:01:27.634
1123,769,529,149,7,00:01:26.978,00:01:26.623,00:01:27.934
1124,769,511,148,8,00:01:27.014,00:01:26.688,00:01:28.404
1125,769,513,148,9,00:01:27.328,00:01:26.739,00:01:28.692
1126,769,531,153,10,00:01:27.365,00:01:26.758,00:01:28.871
1127,769,546,153,11,00:01:26.986,00:01:26.909,
1128,769,548,108,12,00:01:27.596,00:01:26.914,
1129,769,552,119,13,00:01:27.529,00:01:26.964,
1130,769,522,77,14,00:01:27.540,00:01:27.264,
1131,769,514,108,15,00:01:27.479,00:01:27.393,
1132,769,532,6,16,00:01:26.712,,
1133,769,487,77,17,00:01:27.679,,
1134,769,549,150,18,00:01:28.305,,
1135,769,500,149,19,00:01:28.579,,
1136,769,547,150,20,00:01:29.267,,
1137,769,553,154,21,00:01:29.339,,
1138,769,545,154,22,00:01:31.932,,
1139,770,532,6,1,00:01:35.340,00:01:34.454,00:01:35.043
1140,770,526,95,2,00:01:34.942,00:01:34.057,00:01:35.310
1141,770,524,6,3,00:01:35.138,00:01:34.687,00:01:35.479
1142,770,551,95,4,00:01:35.028,00:01:34.650,00:01:36.045
1143,770,521,151,5,00:01:35.617,00:01:35.203,00:01:36.543
1144,770,548,108,6,00:01:35.755,00:01:35.380,00:01:36.829
1145,770,554,151,7,00:01:35.294,00:01:34.739,00:01:36.839
1146,770,511,148,8,00:01:35.666,00:01:35.255,00:01:36.902
1147,770,513,148,9,00:01:35.736,00:01:35.595,00:01:37.078
1148,770,529,149,10,00:01:35.727,00:01:35.579,00:01:37.345
1149,770,552,119,11,00:01:36.092,00:01:35.630,
1150,770,508,119,12,00:01:35.879,00:01:35.706,
1151,770,500,149,13,00:01:35.730,00:01:35.766,
1152,770,531,153,14,00:01:36.430,00:01:35.945,
1153,770,522,77,15,00:01:35.913,00:01:36.088,
1154,770,547,150,16,00:01:36.140,00:01:36.145,
1155,770,549,150,17,00:01:36.578,,
1156,770,546,153,18,00:01:36.816,,
1157,770,487,77,19,00:01:36.827,,
1158,770,514,108,20,00:01:37.326,,
1159,770,545,154,21,00:01:38.279,,
1160,770,553,154,22,00:01:38.415,,
1161,771,532,6,1,00:01:32.443,00:01:31.359,00:01:32.652
1162,771,551,95,2,00:01:32.580,00:01:31.752,00:01:32.935
1163,771,524,6,3,00:01:33.161,00:01:31.812,00:01:33.131
1164,771,526,95,4,00:01:33.049,00:01:32.214,00:01:33.192
1165,771,521,151,5,00:01:33.164,00:01:32.154,00:01:33.404
1166,771,554,151,6,00:01:33.348,00:01:32.292,00:01:33.710
1167,771,508,119,7,00:01:33.556,00:01:32.889,00:01:34.056
1168,771,529,149,8,00:01:33.496,00:01:32.808,00:01:34.106
1169,771,511,148,9,00:01:33.218,00:01:32.429,00:01:34.154
1170,771,548,108,10,00:01:33.349,00:01:32.815,00:01:34.399
1171,771,514,108,11,00:01:33.759,00:01:32.915,
1172,771,552,119,12,00:01:33.467,00:01:32.935,
1173,771,546,153,13,00:01:33.299,00:01:33.082,
1174,771,513,148,14,00:01:33.923,00:01:33.294,
1175,771,487,77,15,00:01:33.776,00:01:33.624,
1176,771,522,77,16,00:01:33.967,00:01:33.731,
1177,771,531,153,17,00:01:33.984,,
1178,771,547,150,18,00:01:34.024,,
1179,771,549,150,19,00:01:34.333,,
1180,771,553,154,20,00:01:35.280,,
1181,771,500,149,21,00:01:35.341,,
1182,771,545,154,22,00:01:35.533,,
1183,772,532,6,1,00:01:21.375,00:01:20.597,00:01:21.421
1184,772,526,95,2,00:01:21.609,00:01:20.797,00:01:21.451
1185,772,524,6,3,00:01:21.802,00:01:20.741,00:01:21.723
1186,772,551,95,4,00:01:21.120,00:01:20.713,00:01:21.785
1187,772,554,151,5,00:01:21.941,00:01:21.381,00:01:22.253
1188,772,511,148,6,00:01:22.501,00:01:21.554,00:01:22.324
1189,772,521,151,7,00:01:21.625,00:01:21.113,00:01:22.389
1190,772,552,119,8,00:01:21.790,00:01:21.623,00:01:22.568
1191,772,500,149,9,00:01:22.491,00:01:21.488,00:01:22.749
1192,772,508,119,10,00:01:22.064,00:01:21.677,00:01:22.881
1193,772,548,108,11,00:01:21.943,00:01:21.968,
1194,772,487,77,12,00:01:22.502,00:01:22.097,
1195,772,531,153,13,00:01:22.090,00:01:22.115,
1196,772,522,77,14,00:01:22.503,00:01:22.120,
1197,772,546,153,15,00:01:22.295,,
1198,772,547,150,16,00:01:22.508,,
1199,772,513,148,17,00:01:22.666,,
1200,772,514,108,18,00:01:22.769,,
1201,772,529,149,19,00:01:23.398,,
1202,772,553,154,20,00:01:23.811,,
1203,772,545,154,21,00:01:23.990,,
1204,772,549,150,22,,,
1205,773,526,95,1,00:01:16.059,00:01:15.431,00:01:15.726
1206,773,551,95,2,00:01:15.685,00:01:15.479,00:01:15.905
1207,773,532,6,3,00:01:16.786,00:01:16.034,00:01:15.967
1208,773,508,119,4,00:01:17.596,00:01:16.054,00:01:16.285
1209,773,548,108,5,00:01:16.870,00:01:16.100,00:01:16.439
1210,773,529,149,6,00:01:17.816,00:01:16.420,00:01:16.784
1211,773,521,151,7,00:01:17.385,00:01:15.733,00:01:16.832
1212,773,554,151,8,00:01:17.584,00:01:15.576,00:01:16.955
1213,773,487,77,9,00:01:17.244,00:01:16.454,00:01:17.498
1214,773,522,77,10,00:01:17.297,00:01:16.457,00:01:17.939
1215,773,514,108,11,00:01:17.874,00:01:16.662,
1216,773,547,150,12,00:01:16.720,00:01:16.703,
1217,786,551,95,1,00:01:26.572,00:01:25.187,00:01:26.714
1218,786,554,151,2,00:01:26.103,00:01:25.315,00:01:26.869
1219,786,552,95,3,00:01:25.664,00:01:25.452,00:01:27.079
1220,786,532,6,4,00:01:25.994,00:01:25.691,00:01:27.178
1221,786,521,151,5,00:01:25.960,00:01:25.518,00:01:27.236
1222,786,511,148,6,00:01:26.427,00:01:26.101,00:01:28.527
1223,786,548,108,7,00:01:26.295,00:01:26.059,00:01:28.687
1224,786,500,149,8,00:01:26.381,00:01:26.063,00:01:29.041
1225,786,557,148,9,00:01:26.919,00:01:26.164,00:01:29.593
1226,786,559,150,10,00:01:26.702,00:01:25.842,
1227,786,487,77,11,00:01:26.369,00:01:26.173,
1228,786,526,119,12,00:01:26.907,00:01:26.188,
1229,786,522,77,13,00:01:26.712,00:01:26.259,
1230,786,555,108,14,00:01:26.891,00:01:26.413,
1231,786,529,149,15,00:01:26.914,,
1232,786,524,6,16,00:01:26.140,,
1233,786,508,155,17,00:01:27.207,,
1234,786,556,150,18,00:01:27.446,,
1235,786,553,155,19,00:01:27.859,,
1236,786,531,153,20,00:01:28.208,,
1237,786,558,119,21,00:01:28.330,,
1238,786,546,153,22,00:01:29.059,,
1239,787,532,6,1,00:01:35.347,00:01:34.412,00:01:35.748
1240,787,524,6,2,00:01:35.645,00:01:34.188,00:01:36.230
1241,787,552,95,3,00:01:35.227,00:01:34.759,00:01:36.613
1242,787,551,95,4,00:01:35.392,00:01:34.627,00:01:36.709
1243,787,511,148,5,00:01:35.205,00:01:34.960,00:01:36.711
1244,787,554,151,6,00:01:35.794,00:01:34.811,00:01:36.727
1245,787,521,151,7,00:01:35.729,00:01:34.648,00:01:36.753
1246,787,529,149,8,00:01:35.440,00:01:34.967,00:01:37.009
1247,787,526,119,9,00:01:35.983,00:01:35.140,00:01:38.450
1248,787,557,148,10,00:01:35.891,00:01:35.000,00:01:39.656
1249,787,522,77,11,00:01:35.847,00:01:35.208,
1250,787,500,149,12,00:01:36.058,00:01:35.408,
1251,787,558,119,13,00:01:36.074,00:01:35.562,
1252,787,487,77,14,00:01:36.198,00:01:35.622,
1253,787,559,150,15,00:01:36.111,00:01:35.648,
1254,787,548,108,16,00:01:35.843,00:01:35.670,
